model;year;transmission;mileage;fuelType;tax;mpg;engineSize;class
 A4;2015;Manual;46000;Diesel;30;61.4;2.0;B
 A1;2017;Manual;20000;Petrol;145;58.9;1.4;B
 Q3;2015;Manual;55000;Diesel;145;52.3;2.0;B
 Q5;2015;Manual;55000;Diesel;200;47.9;2.0;B
 TT;2015;Manual;36000;Diesel;20;67.3;2.0;B
 Q7;2012;Automatic;87000;Diesel;300;38.2;3.0;B
 A1;2018;Manual;10436;Petrol;150;55.4;1.4;B
 Q5;2013;Automatic;81957;Diesel;205;47.1;2.0;B
 Q5;2013;Manual;41000;Diesel;200;47.9;2.0;B
 A7;2013;Automatic;63000;Diesel;200;47.9;3.0;B
 A3;2017;Manual;8936;Petrol;20;60.1;1.4;B
 A3;2016;Manual;25556;Petrol;20;60.1;1.4;B
 A4;2017;Manual;28000;Petrol;150;51.4;1.4;B
 A1;2016;Manual;21257;Petrol;30;55.4;1.4;B
 A3;2016;Manual;30000;Diesel;20;67.3;2.0;B
 A6;2015;Semi-Auto;73699;Diesel;125;58.9;3.0;B
 A4;2017;Manual;16602;Petrol;145;50.4;2.0;B
 A3;2014;Semi-Auto;27355;Petrol;160;42.8;1.8;B
 A3;2016;Manual;29775;Petrol;20;60.1;1.4;B
 A4;2015;Semi-Auto;41755;Diesel;150;53.3;2.0;B
 A1;2018;Manual;15092;Petrol;145;57.7;1.4;B
 A3;2013;Semi-Auto;38776;Petrol;30;56.5;1.4;B
 A3;2015;Manual;50062;Petrol;30;57.6;1.2;B
 A1;2016;Manual;13961;Petrol;30;58.9;1.4;B
 A1;2017;Manual;27000;Petrol;145;55.4;1.4;B
 A3;2015;Semi-Auto;46465;Petrol;30;54.3;1.4;B
 A1;2017;Manual;24427;Petrol;145;55.4;1.4;B
 A6;2015;Manual;43193;Diesel;30;65.7;2.0;B
 A3;2017;Manual;14488;Petrol;150;60.1;1.4;B
 A4;2016;Manual;41100;Diesel;0;74.3;2.0;B
 A4;2016;Manual;30578;Diesel;0;74.3;2.0;B
 A4;2017;Semi-Auto;41000;Diesel;0;72.4;2.0;B
 A6;2015;Semi-Auto;77352;Diesel;30;64.2;2.0;B
 A1;2017;Manual;21796;Petrol;30;56.5;1.4;B
 A1;2017;Semi-Auto;11500;Petrol;145;57.6;1.4;B
 A1;2017;Manual;15000;Petrol;30;56.5;1.4;B
 A1;2018;Manual;34000;Petrol;145;55.4;1.4;B
 A1;2017;Manual;20966;Petrol;150;58.9;1.4;B
 A4;2014;Semi-Auto;38851;Diesel;125;57.6;2.0;B
 A1;2016;Semi-Auto;22789;Petrol;30;58.9;1.4;B
 A1;2018;Manual;23102;Petrol;145;55.4;1.4;B
 A6;2016;Semi-Auto;70000;Diesel;125;57.6;2.0;B
 A1;2016;Semi-Auto;28636;Diesel;20;70.6;1.6;B
 A1;2016;Semi-Auto;19158;Petrol;30;57.6;1.4;B
 Q3;2014;Semi-Auto;25440;Petrol;150;45.6;1.4;B
 A3;2015;Manual;24000;Petrol;20;60.1;1.4;B
 A1;2017;Manual;9500;Petrol;145;55.4;1.4;B
 A1;2017;Semi-Auto;10000;Petrol;20;64.2;1.0;B
 A5;2015;Automatic;54495;Diesel;125;57.6;3.0;B
 A6;2015;Automatic;41101;Diesel;20;67.3;2.0;B
 A3;2015;Semi-Auto;23698;Petrol;30;57.6;1.4;B
 A3;2016;Manual;39750;Petrol;30;57.6;1.4;B
 Q3;2014;Semi-Auto;33842;Diesel;200;47.9;2.0;B
 A3;2016;Manual;1893;Petrol;20;60.1;1.4;B
 A5;2015;Manual;32125;Diesel;125;57.6;2.0;B
 TT;2016;Manual;39293;Diesel;30;62.8;2.0;B
 A6;2014;Semi-Auto;60484;Diesel;30;64.2;2.0;B
 A4;2016;Manual;30498;Diesel;0;74.3;2.0;B
 A1;2016;Semi-Auto;15434;Petrol;30;70.6;1.4;B
 A5;2016;Semi-Auto;42852;Diesel;125;58.9;2.0;B
 Q3;2015;Manual;28136;Diesel;145;56.5;2.0;B
 TT;2015;Manual;32874;Diesel;30;62.8;2.0;B
 Q3;2016;Manual;74381;Diesel;145;52.3;2.0;B
 A5;2016;Semi-Auto;50903;Diesel;125;58.9;2.0;B
 A4;2016;Manual;32379;Diesel;0;74.3;2.0;B
 TT;2016;Manual;44069;Diesel;30;62.8;2.0;B
 A3;2016;Manual;41049;Diesel;20;65.7;2.0;B
 A3;2017;Manual;17666;Petrol;20;60.1;1.4;B
 A4;2016;Manual;33303;Diesel;20;72.4;2.0;B
 TT;2015;Manual;41319;Diesel;20;67.3;2.0;B
 A6;2016;Semi-Auto;54813;Diesel;30;64.2;2.0;B
 A4;2015;Manual;54654;Diesel;145;55.4;2.0;B
 A1;2018;Manual;14439;Petrol;150;55.4;1.4;B
 A3;2016;Manual;19795;Petrol;30;58.9;1.4;B
 A1;2016;Semi-Auto;19687;Petrol;30;70.6;1.4;B
 A4;2016;Semi-Auto;44603;Diesel;0;72.4;2.0;B
 A3;2014;Semi-Auto;25256;Diesel;30;64.2;2.0;B
 A4;2015;Semi-Auto;43158;Diesel;200;47.1;2.0;B
 A3;2018;Manual;18794;Diesel;145;67.3;2.0;B
 A4;2016;Manual;27820;Diesel;30;64.2;2.0;B
 Q3;2017;Manual;47133;Petrol;125;51.4;1.4;B
 A3;2016;Manual;31254;Petrol;30;58.9;1.4;B
 A5;2015;Automatic;57141;Diesel;125;58.9;2.0;B
 A3;2016;Automatic;12396;Petrol;30;58.9;1.4;B
 A3;2015;Automatic;38456;Petrol;30;57.6;1.4;B
 A3;2016;Manual;31237;Diesel;20;65.7;2.0;B
 Q3;2015;Manual;45748;Diesel;160;51.4;2.0;B
 A5;2016;Manual;46107;Petrol;200;40.9;2.0;B
 A3;2018;Automatic;22739;Diesel;145;72.4;1.6;B
 A3;2015;Manual;33207;Diesel;20;67.3;2.0;B
 A6;2016;Automatic;45194;Diesel;20;67.3;2.0;B
 A1;2016;Automatic;18251;Petrol;30;70.6;1.4;B
 A5;2016;Automatic;53085;Diesel;145;53.3;2.0;B
 A6;2016;Manual;30167;Diesel;30;65.7;2.0;B
 A4;2017;Manual;11973;Diesel;145;70.6;2.0;B
 Q3;2014;Automatic;39190;Diesel;205;47.9;2.0;B
 Q3;2016;Manual;39134;Diesel;30;60.1;2.0;B
 A3;2015;Automatic;56291;Petrol;200;42.8;1.8;B
 Q3;2017;Manual;44898;Diesel;125;57.7;2.0;B
 A4;2017;Manual;14864;Petrol;145;52.3;1.4;B
 A4;2016;Manual;44119;Diesel;30;64.2;2.0;B
 A1;2016;Semi-Auto;33435;Petrol;30;70.6;1.4;B
 A1;2015;Manual;10363;Petrol;30;55.4;1.4;B
 A3;2016;Semi-Auto;50941;Petrol;30;58.9;1.4;B
 Q3;2016;Manual;22279;Diesel;30;61.4;2.0;B
 A4;2016;Manual;25127;Petrol;125;50.4;2.0;B
 A1;2018;Manual;10080;Petrol;145;55.4;1.4;B
 A3;2014;Semi-Auto;24597;Hybrid;0;188.3;1.4;B
 A6;2014;Semi-Auto;29074;Diesel;145;55.4;2.0;B
 A3;2017;Manual;13078;Diesel;145;67.3;2.0;B
 A3;2015;Semi-Auto;40092;Petrol;20;60.1;1.4;B
 A4;2015;Semi-Auto;44523;Diesel;160;50.4;2.0;B
 A1;2017;Semi-Auto;26200;Petrol;145;56.5;1.4;B
 A1;2015;Semi-Auto;20600;Petrol;30;56.5;1.4;B
 A3;2016;Manual;41047;Diesel;30;65.7;2.0;B
 A3;2016;Automatic;41135;Petrol;30;58.9;1.4;B
 TT;2015;Manual;36343;Diesel;20;67.3;2.0;B
 A3;2018;Manual;22383;Petrol;150;60.1;1.0;B
 TT;2016;Manual;46771;Petrol;145;47.1;1.8;B
 A4;2017;Automatic;38711;Diesel;20;70.6;2.0;B
 A1;2018;Manual;9938;Petrol;145;65.7;1.0;B
 A6;2017;Automatic;64962;Diesel;145;64.2;2.0;B
 Q3;2017;Automatic;85340;Diesel;160;50.4;2.0;B
 A4;2016;Automatic;37004;Diesel;20;70.6;2.0;B
 A4;2016;Manual;40187;Diesel;0;74.3;2.0;B
 A6;2016;Automatic;76070;Diesel;30;61.4;2.0;B
 A4;2016;Automatic;31670;Diesel;0;72.4;2.0;B
 A1;2016;Automatic;22791;Petrol;30;58.9;1.4;B
 A1;2016;Semi-Auto;26041;Petrol;30;56.5;1.4;B
 A5;2016;Semi-Auto;42357;Diesel;125;58.9;2.0;B
 A4;2016;Automatic;29273;Diesel;0;72.4;2.0;B
 Q5;2015;Manual;80521;Diesel;200;47.9;2.0;B
 A3;2018;Manual;22018;Diesel;145;67.3;2.0;B
 A3;2017;Manual;8391;Petrol;20;60.1;1.0;B
 A4;2016;Automatic;27354;Petrol;30;55.4;2.0;B
 A5;2017;Manual;35253;Diesel;20;67.3;2.0;B
 A4;2015;Semi-Auto;35300;Diesel;125;57.6;2.0;B
 A1;2016;Manual;42991;Petrol;235;39.8;2.0;B
 TT;2017;Manual;27347;Diesel;30;62.8;2.0;B
 Q3;2016;Automatic;58750;Petrol;145;47.9;1.4;B
 A3;2017;Manual;20505;Petrol;145;60.1;1.0;B
 A3;2016;Manual;33638;Diesel;20;65.7;2.0;B
 A4;2016;Automatic;53342;Diesel;30;65.7;2.0;B
 A6;2016;Automatic;39314;Diesel;30;64.2;2.0;B
 Q2;2017;Manual;42755;Diesel;30;64.2;1.6;B
 A4;2017;Manual;59000;Diesel;30;67.3;2.0;B
 Q3;2015;Manual;42971;Diesel;160;49.6;2.0;B
 Q3;2015;Semi-Auto;56310;Diesel;160;50.4;2.0;B
 A4;2017;Manual;27578;Petrol;145;51.4;1.4;B
 A5;2016;Manual;28418;Diesel;145;54.3;2.0;B
 Q2;2017;Manual;42594;Diesel;30;64.2;1.6;B
 A6;2016;Manual;26476;Diesel;30;65.7;2.0;B
 A4;2016;Manual;25214;Diesel;0;74.3;2.0;B
 A4;2016;Manual;24673;Diesel;20;72.4;2.0;B
 A3;2015;Automatic;17456;Petrol;30;58.9;1.4;B
 A1;2018;Manual;21633;Petrol;150;47.9;1.0;B
 A4;2016;Semi-Auto;36157;Diesel;20;72.4;2.0;B
 A6;2013;Semi-Auto;67636;Diesel;260;42.2;3.0;B
 A3;2017;Manual;28319;Diesel;145;67.3;1.6;B
 Q2;2017;Manual;50050;Petrol;125;52.3;1.4;B
 A1;2017;Semi-Auto;11900;Petrol;150;64.2;1.0;B
 A3;2016;Manual;17562;Petrol;30;58.9;1.4;B
 A5;2015;Automatic;32328;Diesel;145;53.3;2.0;B
 Q3;2015;Automatic;57140;Diesel;160;51.4;2.0;B
 TT;2016;Manual;39803;Petrol;145;47.1;1.8;B
 TT;2016;Manual;30814;Petrol;145;47.1;1.8;B
 A4;2016;Manual;19752;Diesel;20;70.6;2.0;B
 TT;2015;Automatic;58231;Petrol;160;44.1;2.0;B
 A1;2018;Manual;13741;Petrol;145;67.3;1.0;B
 A3;2016;Manual;15011;Petrol;20;60.1;1.4;B
 A3;2016;Manual;25000;Diesel;20;65.7;2.0;B
 A3;2016;Automatic;52775;Diesel;20;72.4;1.6;B
 A3;2017;Automatic;26894;Petrol;145;56.5;1.5;B
 A6;2014;Manual;44638;Diesel;30;62.8;2.0;B
 A6;2017;Manual;12386;Diesel;145;65.7;2.0;B
 A3;2017;Automatic;12000;Diesel;145;70.6;1.6;B
 A8;2013;Automatic;43903;Diesel;235;44.1;3.0;B
 Q3;2014;Manual;38322;Petrol;145;47.9;1.4;B
 A6;2015;Automatic;71494;Diesel;30;64.2;2.0;B
 A5;2016;Manual;32962;Diesel;125;60.1;2.0;B
 A3;2016;Automatic;24523;Diesel;20;70.6;1.6;B
 A3;2016;Manual;25580;Diesel;20;68.9;1.6;B
 A4;2016;Semi-Auto;45619;Diesel;20;67.3;2.0;B
 A3;2017;Manual;45324;Petrol;30;60.1;1.4;B
 A3;2016;Manual;22501;Petrol;30;57.6;1.4;B
 A3;2015;Automatic;50497;Petrol;160;43.5;1.8;B
 A6;2015;Manual;47348;Diesel;30;61.4;2.0;B
 A6;2015;Automatic;23237;Diesel;20;67.3;2.0;B
 Q3;2016;Automatic;29196;Diesel;145;55.4;2.0;B
 A1;2018;Manual;19481;Petrol;145;55.4;1.4;B
 TT;2016;Manual;33833;Diesel;30;62.8;2.0;B
 A1;2017;Manual;15322;Petrol;145;56.5;1.4;B
 A3;2015;Manual;33802;Diesel;20;67.3;2.0;B
 A4;2015;Semi-Auto;20385;Diesel;125;56.5;2.0;B
 A7;2013;Automatic;75016;Diesel;200;47.9;3.0;B
 A4;2017;Manual;49000;Diesel;30;64.2;2.0;B
 Q3;2016;Manual;40600;Diesel;125;56.5;2.0;B
 A3;2016;Manual;29500;Petrol;30;57.6;1.4;B
 A5;2014;Semi-Auto;48792;Diesel;125;58.9;2.0;B
 A4;2016;Semi-Auto;43420;Petrol;30;55.4;2.0;B
 A3;2017;Manual;10000;Diesel;20;72.4;1.6;B
 A3;2017;Manual;21000;Petrol;150;55.4;1.5;B
 Q3;2015;Automatic;48898;Diesel;150;54.3;2.0;B
 TT;2016;Manual;51400;Diesel;30;62.8;2.0;B
 A6;2015;Automatic;55246;Diesel;30;64.2;2.0;B
 A6;2014;Semi-Auto;50100;Diesel;30;64.2;2.0;B
 A3;2019;Manual;15649;Petrol;145;42.2;1.5;B
 A4;2016;Manual;51109;Diesel;30;67.3;2.0;B
 Q3;2016;Manual;64842;Diesel;160;49.6;2.0;B
 Q3;2017;Manual;24780;Petrol;125;51.4;1.4;B
 A4;2016;Semi-Auto;37188;Diesel;20;72.4;2.0;B
 A6;2016;Automatic;32657;Diesel;125;56.5;3.0;B
 Q3;2015;Manual;34985;Diesel;160;51.4;2.0;B
 A5;2015;Manual;37026;Petrol;145;49.6;1.8;B
 A4;2016;Semi-Auto;54697;Diesel;30;65.7;2.0;B
 A4;2017;Manual;21541;Diesel;145;74.3;2.0;B
 Q3;2014;Manual;49268;Petrol;235;38.7;2.0;B
 Q5;2014;Semi-Auto;69798;Diesel;200;47.1;2.0;B
 Q3;2017;Manual;36107;Diesel;150;61.4;2.0;B
 RS3;2013;Semi-Auto;98386;Petrol;325;31.0;2.5;B
 A1;2017;Semi-Auto;14427;Petrol;150;56.5;1.4;B
 A6;2016;Semi-Auto;58870;Diesel;20;67.3;2.0;B
 A6;2017;Manual;34010;Diesel;145;65.7;2.0;B
 A3;2014;Automatic;24597;Hybrid;0;188.3;1.4;B
 A4;2016;Manual;75015;Diesel;30;62.8;2.0;B
 A1;2016;Semi-Auto;39746;Petrol;30;70.6;1.4;B
 A1;2017;Manual;6950;Petrol;145;56.5;1.4;B
 A1;2017;Semi-Auto;12782;Petrol;145;56.5;1.4;B
 A3;2016;Semi-Auto;42300;Petrol;30;57.6;1.4;B
 A1;2018;Manual;6500;Petrol;145;55.4;1.4;B
 A3;2016;Manual;31080;Petrol;30;57.6;1.4;B
 A3;2018;Manual;15500;Petrol;145;60.1;1.0;B
 A4;2016;Manual;31000;Diesel;30;64.2;2.0;B
 A5;2015;Automatic;50000;Diesel;145;54.3;2.0;B
 A3;2016;Automatic;42000;Petrol;30;58.9;1.4;B
 A4;2015;Manual;36786;Diesel;125;58.9;2.0;B
 A3;2018;Manual;12134;Diesel;145;70.6;1.6;B
 A3;2017;Automatic;8000;Petrol;20;60.1;1.0;B
 A5;2015;Automatic;35717;Petrol;145;48.7;1.8;B
 A3;2016;Semi-Auto;55561;Petrol;125;48.7;2.0;B
 A3;2016;Manual;29706;Petrol;30;57.6;1.4;B
 A1;2016;Manual;31147;Petrol;30;56.5;1.4;B
 A1;2016;Manual;15307;Petrol;30;55.4;1.4;B
 A4;2016;Manual;32811;Diesel;0;74.3;2.0;B
 A1;2017;Manual;15665;Diesel;150;72.4;1.6;B
 A3;2017;Manual;49471;Diesel;145;65.7;2.0;B
 A6;2016;Semi-Auto;57173;Diesel;20;64.2;2.0;B
 Q3;2016;Manual;15541;Diesel;30;61.4;2.0;B
 A3;2015;Semi-Auto;47355;Diesel;125;57.6;2.0;B
 A6;2016;Manual;56421;Diesel;30;61.4;2.0;B
 A6;2015;Manual;51234;Diesel;30;62.8;2.0;B
 A3;2017;Manual;12033;Petrol;20;60.1;1.0;B
 A4;2016;Manual;55514;Diesel;30;67.3;2.0;B
 A3;2017;Manual;49245;Diesel;20;65.7;2.0;B
 A3;2016;Semi-Auto;52500;Hybrid;0;176.6;1.4;B
 Q3;2016;Manual;22543;Diesel;30;61.4;2.0;B
 TT;2016;Manual;34084;Diesel;30;62.8;2.0;B
 A3;2017;Semi-Auto;13542;Diesel;20;72.4;1.6;B
 A4;2016;Manual;27370;Diesel;30;64.2;2.0;B
 A6;2015;Semi-Auto;57123;Diesel;20;67.3;2.0;B
 A4;2016;Manual;42783;Diesel;30;64.2;2.0;B
 Q3;2015;Semi-Auto;39876;Petrol;200;42.8;2.0;B
 A6;2016;Semi-Auto;63000;Diesel;125;56.5;3.0;B
 A3;2016;Semi-Auto;47322;Diesel;30;61.4;2.0;B
 A4;2018;Manual;17047;Petrol;145;53.3;1.4;B
 A3;2016;Manual;31226;Petrol;30;57.6;1.4;B
 A4;2017;Manual;62140;Diesel;145;64.2;2.0;B
 A4;2017;Manual;46147;Diesel;145;70.6;2.0;B
 A4;2017;Semi-Auto;51875;Diesel;20;70.6;2.0;B
 TT;2016;Manual;38908;Petrol;145;47.1;1.8;B
 A1;2016;Manual;20417;Petrol;30;70.6;1.4;B
 A3;2015;Manual;20346;Petrol;30;57.6;1.4;B
 A4;2016;Automatic;43309;Diesel;0;72.4;2.0;B
 A1;2015;Manual;42670;Petrol;235;39.8;2.0;B
 Q3;2015;Manual;54296;Diesel;145;52.3;2.0;B
 A3;2016;Automatic;48573;Hybrid;0;176.6;1.4;B
 A3;2016;Manual;11318;Petrol;30;55.4;1.4;B
 A4;2016;Manual;27961;Diesel;30;67.3;2.0;B
 A4;2015;Manual;38573;Diesel;125;57.6;2.0;B
 A4;2016;Manual;30595;Diesel;20;70.6;2.0;B
 Q3;2016;Automatic;52521;Diesel;145;54.3;2.0;B
 A6;2016;Automatic;24744;Diesel;125;56.5;3.0;B
 A3;2016;Manual;25376;Petrol;30;57.6;1.4;B
 Q3;2016;Automatic;11863;Diesel;160;50.4;2.0;B
 A4;2016;Manual;24625;Diesel;20;70.6;2.0;B
 Q3;2016;Manual;28585;Diesel;125;56.5;2.0;B
 A3;2017;Manual;17001;Petrol;145;55.4;1.5;B
 A1;2018;Manual;22500;Petrol;145;55.4;1.4;B
 A4;2016;Manual;35750;Diesel;20;72.4;2.0;B
 A3;2017;Manual;42000;Petrol;150;50.4;2.0;B
 A1;2018;Manual;8000;Petrol;150;55.4;1.4;B
 TT;2015;Manual;40000;Petrol;160;46.3;2.0;B
 A3;2015;Manual;4984;Petrol;30;58.9;1.4;B
 A4;2016;Manual;36867;Diesel;20;68.9;2.0;B
 A4;2016;Manual;29454;Diesel;0;74.3;2.0;B
 A3;2016;Automatic;36181;Diesel;20;70.6;1.6;B
 Q5;2015;Manual;66790;Diesel;205;47.9;2.0;B
 Q5;2013;Automatic;39780;Diesel;195;47.1;2.0;B
 A3;2016;Automatic;10897;Petrol;20;60.1;1.4;B
 A6;2017;Manual;39234;Diesel;30;65.7;2.0;B
 Q2;2017;Manual;50841;Diesel;145;64.2;1.6;B
 Q3;2016;Semi-Auto;33015;Petrol;145;47.9;1.4;B
 A4;2017;Automatic;35452;Diesel;145;70.6;2.0;B
 Q5;2014;Manual;44735;Petrol;235;37.7;2.0;B
 A4;2016;Semi-Auto;25540;Petrol;30;55.4;2.0;B
 A4;2014;Automatic;55119;Petrol;300;34.9;3.0;B
 A3;2018;Manual;19686;Diesel;145;68.9;1.6;B
 Q3;2016;Manual;46113;Diesel;145;55.4;2.0;B
 Q3;2016;Manual;52804;Diesel;30;60.1;2.0;B
 A4;2016;Manual;16666;Diesel;0;74.3;2.0;B
 A4;2016;Automatic;28958;Diesel;20;70.6;2.0;B
 A3;2017;Automatic;25793;Diesel;125;58.9;2.0;B
 Q3;2017;Manual;36714;Petrol;125;51.4;1.4;B
 A4;2018;Manual;20070;Petrol;145;52.3;1.4;B
 A1;2019;Manual;11120;Petrol;145;51.4;1.0;B
 A6;2016;Automatic;49462;Diesel;30;61.4;2.0;B
 A4;2016;Manual;19825;Diesel;20;70.6;2.0;B
 A3;2017;Manual;50689;Diesel;145;65.7;2.0;B
 A4;2016;Manual;38066;Diesel;20;70.6;2.0;B
 A3;2013;Semi-Auto;24619;Petrol;205;42.8;1.8;B
 A3;2016;Manual;35437;Diesel;20;67.3;2.0;B
 A3;2015;Manual;24426;Petrol;30;57.6;1.4;B
 Q5;2013;Manual;55215;Petrol;235;37.7;2.0;B
 A4;2016;Manual;24828;Petrol;125;49.6;2.0;B
 A1;2016;Semi-Auto;33291;Petrol;30;70.6;1.4;B
 A5;2016;Manual;32219;Petrol;160;46.3;1.8;B
 TT;2016;Manual;45622;Petrol;150;47.1;1.8;B
 A1;2018;Manual;10600;Petrol;145;55.4;1.4;B
 A3;2017;Semi-Auto;25483;Petrol;150;57.6;1.4;B
 A4;2016;Semi-Auto;39073;Diesel;30;64.2;3.0;B
 A4;2016;Manual;31139;Diesel;20;68.9;2.0;B
 A5;2016;Manual;51089;Diesel;125;58.9;2.0;B
 Q3;2014;Manual;26728;Diesel;160;50.4;2.0;B
 Q3;2015;Manual;24861;Diesel;125;60.1;2.0;B
 A5;2015;Semi-Auto;35177;Diesel;125;58.9;2.0;B
 A1;2015;Manual;20552;Petrol;200;40.4;2.0;B
 Q3;2016;Manual;12612;Diesel;30;61.4;2.0;B
 A1;2017;Manual;16434;Petrol;145;70.6;1.4;B
 Q3;2015;Semi-Auto;12657;Petrol;150;47.9;1.4;B
 A3;2017;Semi-Auto;19588;Diesel;145;70.6;1.6;B
 A3;2016;Manual;30154;Diesel;20;65.7;2.0;B
 TT;2015;Manual;20517;Diesel;20;67.3;2.0;B
 A3;2017;Manual;44493;Diesel;145;65.7;2.0;B
 Q3;2017;Manual;56653;Diesel;30;61.4;2.0;B
 Q3;2016;Manual;52080;Diesel;145;52.3;2.0;B
 A4;2016;Manual;45100;Diesel;30;67.3;2.0;B
 Q3;2016;Automatic;28396;Diesel;145;53.3;2.0;B
 A3;2019;Manual;2029;Petrol;145;49.6;1.0;B
 A4;2017;Manual;17789;Petrol;145;52.3;1.4;B
 A1;2017;Manual;26390;Petrol;150;70.6;1.4;B
 Q3;2017;Semi-Auto;39585;Petrol;150;47.9;1.4;B
 A3;2017;Semi-Auto;26598;Petrol;30;58.9;1.4;B
 Q3;2016;Manual;52074;Diesel;145;56.5;2.0;B
 A1;2016;Manual;14390;Petrol;30;56.5;1.4;B
 A3;2017;Manual;22889;Diesel;145;67.3;2.0;B
 A3;2016;Automatic;23592;Petrol;30;55.4;1.4;B
 A3;2016;Manual;18021;Petrol;30;60.1;1.4;B
 Q2;2018;Manual;30440;Diesel;145;64.2;1.6;B
 A3;2016;Manual;38670;Diesel;125;57.6;2.0;B
 A6;2016;Manual;34345;Diesel;30;61.4;2.0;B
 A4;2016;Semi-Auto;57828;Diesel;30;65.7;2.0;B
 A1;2018;Semi-Auto;31846;Petrol;150;56.5;1.4;B
 Q3;2017;Manual;41767;Petrol;145;51.4;1.4;B
 A3;2016;Manual;25599;Petrol;30;55.4;1.4;B
 A5;2015;Automatic;59886;Petrol;160;44.1;1.8;B
 A4;2017;Manual;22077;Petrol;145;52.3;1.4;B
 A6;2016;Manual;43438;Diesel;30;61.4;2.0;B
 Q3;2016;Manual;31075;Diesel;125;56.5;2.0;B
 A3;2017;Manual;23525;Petrol;20;60.1;1.4;B
 TT;2016;Manual;22883;Petrol;160;46.3;1.8;B
 A4;2017;Manual;42171;Petrol;145;50.4;2.0;B
 A5;2014;Automatic;53082;Diesel;160;49.6;3.0;B
 Q5;2015;Manual;49313;Petrol;235;37.7;2.0;B
 A5;2016;Manual;57737;Diesel;125;58.9;2.0;B
 Q3;2017;Manual;39544;Petrol;125;51.4;1.4;B
 Q3;2015;Semi-Auto;40675;Diesel;145;54.3;2.0;B
 Q3;2016;Manual;30865;Diesel;30;60.1;2.0;B
 A3;2017;Manual;21637;Diesel;20;67.3;2.0;B
 A3;2015;Manual;33000;Petrol;20;60.1;1.4;B
 Q3;2015;Manual;21691;Petrol;145;49.6;1.4;B
 Q3;2015;Manual;26308;Diesel;145;56.5;2.0;B
 A5;2015;Semi-Auto;41781;Diesel;125;58.9;2.0;B
 A6;2015;Automatic;80232;Diesel;125;61.4;2.0;B
 A1;2018;Manual;10793;Petrol;145;56.5;1.4;B
 Q3;2017;Manual;37203;Petrol;125;51.4;1.4;B
 A3;2016;Manual;23631;Petrol;30;58.9;1.4;B
 A3;2016;Manual;39967;Diesel;125;57.6;2.0;B
 A6;2015;Automatic;47694;Diesel;30;64.2;2.0;B
 Q3;2015;Manual;16375;Diesel;125;60.1;2.0;B
 A1;2017;Manual;23785;Petrol;145;70.6;1.4;B
 A4;2016;Manual;45907;Diesel;30;64.2;2.0;B
 A3;2016;Manual;29563;Diesel;20;65.7;2.0;B
 A1;2018;Manual;15405;Petrol;145;55.4;1.4;B
 Q2;2017;Manual;25483;Petrol;30;55.4;1.0;B
 A3;2018;Manual;22710;Diesel;145;68.9;1.6;B
 Q3;2016;Manual;22270;Petrol;125;50.4;1.4;B
 A3;2019;Manual;9597;Petrol;150;48.7;1.0;B
 Q3;2017;Semi-Auto;48747;Petrol;150;47.9;1.4;B
 A6;2016;Manual;55258;Diesel;30;61.4;2.0;B
 Q3;2017;Semi-Auto;44080;Petrol;145;47.9;1.4;B
 A6;2016;Manual;41073;Diesel;30;64.2;2.0;B
 A3;2016;Manual;12067;Petrol;20;60.1;1.4;B
 Q3;2014;Automatic;19000;Diesel;200;47.9;2.0;B
 Q3;2016;Manual;52034;Diesel;145;52.3;2.0;B
 A1;2015;Manual;22148;Petrol;200;40.4;2.0;B
 A4;2015;Semi-Auto;30431;Diesel;125;56.5;2.0;B
 A4;2011;Automatic;74000;Petrol;325;29.4;3.0;B
 Q3;2015;Automatic;33737;Diesel;160;50.4;2.0;B
 A1;2018;Automatic;17406;Petrol;145;56.5;1.4;B
 Q5;2013;Manual;57387;Petrol;235;37.7;2.0;B
 A3;2016;Manual;17104;Petrol;20;60.1;1.4;B
 A1;2018;Manual;10749;Petrol;145;55.4;1.4;B
 Q3;2016;Manual;32011;Petrol;145;49.6;1.4;B
 Q2;2018;Manual;35967;Petrol;145;55.4;1.0;B
 A6;2015;Semi-Auto;46000;Diesel;20;67.3;2.0;B
 Q2;2017;Manual;31000;Petrol;150;55.4;1.0;B
 A5;2015;Manual;58386;Petrol;200;40.4;2.0;B
 A4;2018;Manual;13749;Petrol;145;53.3;1.4;B
 A5;2013;Semi-Auto;29323;Petrol;160;39.2;2.0;B
 A1;2016;Semi-Auto;29753;Petrol;30;56.5;1.4;B
 A4;2016;Manual;26016;Diesel;20;70.6;2.0;B
 A4;2016;Manual;57583;Diesel;30;62.8;2.0;B
 A4;2017;Automatic;76000;Diesel;150;65.7;2.0;B
 A4;2016;Automatic;36000;Diesel;20;67.3;2.0;B
 Q2;2017;Manual;21909;Diesel;30;64.2;1.6;B
 A3;2016;Semi-Auto;27306;Diesel;125;61.4;2.0;B
 A4;2017;Manual;18300;Diesel;145;74.3;2.0;B
 A4;2016;Semi-Auto;35000;Diesel;20;70.6;2.0;B
 A3;2017;Manual;23581;Petrol;145;50.4;2.0;B
 A4;2017;Manual;41830;Diesel;20;70.6;2.0;B
 A5;2015;Automatic;30554;Diesel;160;52.3;2.0;B
 Q3;2015;Manual;47178;Diesel;165;49.6;2.0;B
 A3;2016;Manual;32110;Petrol;125;49.6;2.0;B
 A5;2015;Manual;47820;Diesel;30;61.4;2.0;B
